,artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3198,Kaija Koo,Että mitähän vittua (Vain elämää kausi 7),Että mitähän vittua - Vain elämää kausi 7,6TcTdyQcyUOliG2ntoEsGU,0.792,0.328,0.357,7,-9.533,0,0.0329,1.09e-06,0.158,0.363,159.423,280813,4
3199,Todiefor,Tunak Tunak Tun (Remix) (feat. Daler Mehndi),Tunak Tunak Tun (Remix) (feat. Daler Mehndi),6kZPtpO12FBAgkK4Cf0v18,0.026,0.683,0.915,10,-2.205,0,0.0967,0.019,0.111,0.574,160.0,186000,4
3200,Takeo Ischi,New Bibi-Hendl,New Bibi-Hendl (Heimatsender-Mix),70LmWcsIATDEceKxHkXadl,0.129,0.729,0.977,9,-3.64,1,0.0413,0,0.277,0.972,133.019,192000,4
3201,GraphicMuzik,KahootGm,KahootGm,4pCrnGAg1Gl48HN3yyhBl8,0.0749,0.804,0.864,8,-7.006,1,0.0722,0.912,0.0917,0.878,131.323,136647,4
3202,James Brown,Playlist Plus,I Got You (I Feel Good),0fSeUcydFyyPF2YJKfekkC,0.371,0.597,0.501,7,-8.956,1,0.101,0,0.15,0.712,143.497,166360,4
3203,Murcy,Wii Turn Up (Wii Menu Remix),Wii Turn Up (Wii Menu Remix),59OkvZEB9zPsEa6fQL2LlZ,0.0115,0.906,0.578,11,-5.241,0,0.0628,0.867,0.0626,0.507,114.157,195515,1
3204,The Theme Song,Fuck This Shit I'm Out,Fuck This Shit I'm Out,2RYjte6fWX1JZRszMkOkD0,0.271,0.755,0.687,7,-7.56,1,0.222,0,0.237,0.973,91.994,25260,3
3205,Sirealz,Beans Greens Potatoes Tomatoes,Beans Greens Potatoes Tomatoes,47gXPXYA6qX5SnqqNEC6jL,0.0134,0.691,0.502,1,-8.635,1,0.122,0.00294,0.0875,0.449,95.014,132127,4
3206,Bag Raiders,Bag Raiders (Deluxe),Shooting Stars,0UeYCHOETPfai02uskjJ3x,0.0893,0.636,0.72,11,-6.195,1,0.0432,0.0178,0.0868,0.425,124.944,235813,4
3207,Hampton The Hampster,Hampsterdance Album,The Hampsterdance Song,5pP3RGiUtFVZlWotyJb9Ei,0.145,0.729,0.93,6,-7.96,0,0.0405,0.338,0.92,0.965,136.014,212867,4
3208,Charlie's Angels,The Young Ones,The Benny Hill Show,0aeccCYNRjRw5YBOS6whEm,0.381,0.734,0.915,8,-5.987,1,0.0779,0.894,0.289,0.654,126.871,66747,4
3209,Rebecca Black,Friday,Friday,4fK6E2UywZTJIa5kWnCD6x,0.0307,0.684,0.889,8,-4.555,0,0.102,2.57e-06,0.775,0.582,112.004,210026,4
3210,Marvin Gaye,Let's Get It On (Deluxe Edition),Let's Get It On,4WGENqnUmbv0Ml9NwXMlsD,0.0459,0.54,0.605,3,-10.629,1,0.0614,1.71e-06,0.0745,0.629,166.91,290933,4
3211,The Chordettes,"""They're Riding High"" Says Archie",Mr. Sandman - 1954 #1 Billboard chart hit,3zopUGxKy1Uz4cKtDGjZry,0.709,0.623,0.315,9,-12.321,1,0.0475,0,0.0874,0.625,110.38,143133,4
3212,Various Artists,Spongebob Squarepants - The Yellow Album,Electric Zoo,56KyV36puztkiJ62ca3D1t,0.018,0.723,0.844,10,-8.684,0,0.0719,0.887,0.0341,1.0,164.92,35613,4
3213,Nikke Ankara,Rikkinäinen Prinsessa,Rikkinäinen Prinsessa,3whMjJiy2d7Uv80A6Kmljw,0.057,0.538,0.878,11,-4.427,0,0.0644,0,0.295,0.661,183.998,192488,4
3214,The Chainsmokers,Sick Boy...You Owe Me,Sick Boy,2IKZkwHI5zsZf70STuhvOX,0.104,0.548,0.58,11,-7.524,0,0.121,0,0.127,0.462,180.066,193893,4
3215,Haloo Helsinki!,TEXAS (feat. JVG),TEXAS (feat. JVG),5ULiEi3KOYP1l7h8VXAsBH,0.0892,0.664,0.928,0,-4.77,1,0.0928,0,0.512,0.729,91.035,213464,4
3216,Vesala,Nyt on lähtö,Nyt on lähtö,2tYDR0h6i8KuWDJoYPlyj0,0.0145,0.324,0.673,10,-5.703,0,0.0681,7.32e-06,0.173,0.285,84.909,217636,4
3217,Kasmir,Valmis,Tulla Ja Mennä,4GBhm60xuhtU2a0L9S4wOS,0.0132,0.639,0.685,1,-6.966,0,0.07,0,0.0766,0.687,123.101,229874,4
3218,Post Malone,rockstar (feat. 21 Savage),rockstar,2U7Hu2RaNQNRi7izoJyZaX,0.117,0.578,0.532,5,-6.636,0,0.066,8.97e-05,0.143,0.12,159.784,218320,4
3219,Dua Lipa,Dua Lipa (Deluxe),IDGAF,76cy1WJvNGJTj78UqeA5zr,0.0403,0.836,0.544,7,-5.975,1,0.0943,0,0.0824,0.51,97.028,217947,4
3220,Julia Michaels,"Heaven [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Heaven,4QfNOZN7vrQCQKK1ZJ3XPb,0.863,0.544,0.379,7,-9.113,0,0.0412,0,0.083,0.322,199.756,191813,3
3221,Jenni Vartiainen,Väärään suuntaan,Väärään suuntaan,3hBHT6EFwiAABsMA1ZZBhf,0.0754,0.473,0.674,0,-8.178,1,0.0749,0,0.119,0.0851,159.978,271469,4
3222,Yksi Totuus,Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),5UzPmB3EnktKPpILh42kfZ,0.353,0.804,0.799,1,-3.26,0,0.197,4.74e-06,0.103,0.719,106.979,185870,4
3223,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,0.194,0.653,0.809,0,-4.057,1,0.0474,0,0.165,0.55,92.213,210773,4
3224,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,0.435,0.526,0.52,6,-7.985,0,0.0569,0,0.197,0.13,149.119,183637,4
3225,Hailee Steinfeld,"Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Capital Letters,3towKHKVOXCCcL1fHv6xFO,0.0342,0.672,0.82,0,-5.473,1,0.0767,6.67e-06,0.0921,0.463,100.069,219387,4
3226,Saara Aalto,Monsters,Monsters,0JGbU6NlewrskD138Wq04b,0.0103,0.581,0.731,0,-4.482,0,0.0387,0,0.0602,0.272,121.931,180587,4
3227,Janieck,Does It Matter,Does It Matter,7FxidSR6IoL3qMRXxFJ8pd,0.0158,0.728,0.756,10,-6.167,0,0.0581,0,0.11,0.292,126.02,208016,4
3228,Zedd,The Middle,The Middle,09IStsImFySgyp0pIQdqAc,0.171,0.753,0.657,7,-3.061,1,0.0449,0,0.112,0.437,107.01,184732,4
3229,Stig Dogg,"Playlist, Vol. 1",Don Diba,17HaArSkarbzF5vBblXY1h,0.0265,0.791,0.822,2,-5.563,1,0.0847,0.00281,0.275,0.384,109.97,213467,4
3230,Dido,Life For Rent,White Flag,4kbz7rHVbyjKasuuqelccQ,0.327,0.512,0.525,5,-6.823,1,0.0401,3.3e-06,0.081,0.294,169.951,240040,4
3231,Pariisin Kevät,Astronautti,Tämän kylän poikii,0pakiWeYJcqrqka4SAaqa6,0.156,0.684,0.693,2,-7.962,1,0.0286,0.000307,0.0767,0.721,118.004,214667,4
3232,Coldplay,A Rush of Blood to the Head,Clocks,0BCPKOYdS2jbQ8iyB56Zns,0.599,0.577,0.749,5,-7.215,0,0.0279,0.0115,0.183,0.255,130.97,307880,4
3233,3OH!3,Streets Of Gold,Double Vision,3o2ESAMet1zR1aASlzrIxO,0.0018,0.581,0.888,0,-3.198,1,0.0587,0,0.413,0.629,120.041,190707,4
3234,Bryan Rice,Another Piece of Me,There for You,6E9aWZIw77puoe2NO4TL4s,0.0883,0.529,0.842,1,-3.822,1,0.0384,0,0.103,0.482,117.058,225800,4
3235,Jason Derulo,Future History (Deluxe Edition),Don't Wanna Go Home,1r3myKmjWoOqRip99CmSj1,0.02,0.671,0.808,2,-4.861,0,0.0652,0,0.134,0.637,121.956,206080,4
3236,Logic,Bobby Tarantino II,Wassup,5KVciTEfXvpcFHR3RFbtJy,0.0869,0.777,0.57,1,-6.833,1,0.0472,0,0.121,0.321,139.993,219480,4
3237,Logic,Bobby Tarantino II,Contra,7u90MSvVyEjL0c8icaE7jl,0.104,0.804,0.823,8,-5.837,1,0.0488,0,0.2,0.616,126.007,217147,4
3238,Logic,Bobby Tarantino II,Everyday,4EAV2cKiqKP5UPZmY6dejk,0.0425,0.667,0.741,1,-4.099,1,0.0378,0,0.0761,0.422,149.908,204747,4
3239,Foster The People,Torches,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,0.71,5,-5.849,0,0.0292,0.115,0.0956,0.965,127.975,239600,4
3240,Twenty One Pilots,Blurryface,Ride,2Z8WuEywRWYTKe1NybPQEW,0.00835,0.645,0.713,6,-5.355,1,0.0393,0,0.113,0.566,74.989,214507,4
3241,XXXTENTACION,SAD!,SAD!,35ieKju5aLWFN5UgfJ27mL,0.258,0.74,0.613,8,-4.88,1,0.145,0.00372,0.123,0.473,75.023,166568,4
3242,Tyga,Kyoto,Sip A Lil (feat. Gucci Mane),6MPR32vGG1AaQMYOfqvyqx,0.118,0.792,0.686,5,-5.599,1,0.0537,0,0.188,0.47,142.994,278601,4
3243,Ida Paul & Kalle Lindroth,Nää kaikki kertoo susta,Kuka mä oon sulle,2ar6B69vBde0T2n7IGJcff,0.396,0.735,0.62,5,-7.353,1,0.0445,0,0.118,0.536,90.045,185150,4
3244,Töölön Ketterä,Anna mun elää,Anna Mun Elää,4Zsx4cCxvqivyMO6R7Fpb0,0.00427,0.748,0.874,0,-4.33,1,0.0508,0,0.789,0.487,138.01,201015,4
3245,SINI YASEMIN,Lihasmuistissa,Lihasmuistissa,1LVwSgLcGPCdlojTWmealI,0.101,0.638,0.598,1,-6.436,0,0.034,3.11e-05,0.141,0.432,123.105,209535,4
3246,DJ Khaled,"Top Off (feat. JAY Z, Future & Beyoncé)","Top Off (feat. JAY Z, Future & Beyoncé)",1W6wxOOYyJyyok8fqYSZ3m,0.0107,0.573,0.591,11,-6.715,0,0.331,0,0.455,0.232,86.721,230713,5
3247,Evelina,Sun Vika,Sun Vika,33B8pusNWL0lfl6rm2n8je,0.228,0.756,0.751,8,-5.6,0,0.0281,0,0.342,0.962,108.026,190545,4
3248,Ruben,Walls,Walls,2qqeOOmXStFrGbxX3BQP6p,0.0456,0.622,0.653,8,-5.131,1,0.0424,0,0.11,0.451,89.933,196167,4
3249,Luis Fonsi,Échame La Culpa,Échame La Culpa,1zsG4eaZmkA1dvjDDsAGLK,0.0322,0.724,0.895,7,-3.617,1,0.0411,0,0.097,0.64,96.022,173720,4
3250,Marshmello,Spotlight,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,0.0145,0.546,0.822,7,-4.483,1,0.151,0,0.742,0.615,150.06,177600,4
3251,Farruko,Krippy Kush (feat. Travis Scott & Rvssian) [Travis Scott Remix],Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,6HdVpbKJtp4EDpfli4fcOm,0.0862,0.741,0.679,9,-4.932,1,0.127,0,0.112,0.513,163.097,236953,4
3252,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.243,0.265,0.312,7,-11.689,1,0.0569,0,0.0893,0.0998,54.747,269453,3
3253,Khalid,Love Lies (with Normani),Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.0956,0.708,0.648,6,-5.626,1,0.0449,0,0.134,0.338,143.955,201707,4
3254,Alexander Oscar,Number,Number,3PzNjV3A8cRiQBUuFmtkQ7,0.114,0.635,0.594,7,-5.289,0,0.0498,0,0.0652,0.238,159.924,179199,4
3255,Sigala,Lullaby,Lullaby,5xzCzOAOfRi4DOttSzvznR,0.0784,0.725,0.834,5,-3.913,0,0.037,1.27e-05,0.0834,0.859,120.026,204022,4
3256,RAYE,Cigarette,Cigarette,1GnfpjuZ1NUjEXSir7F8Hj,0.0743,0.805,0.674,2,-4.855,1,0.0677,4.01e-05,0.139,0.534,114.992,187837,4
3257,David Guetta,Like I Do,Like I Do,6RnkFd8Fqqgk1Uni8RgqCQ,0.00664,0.635,0.9,0,-3.719,0,0.0377,0.0145,0.37,0.15,127.978,202500,4
3258,Zedd,The Middle,The Middle,2ARqIya5NAuvFVHSN3bL0m,0.208,0.748,0.652,7,-3.02,1,0.058,0,0.128,0.431,106.914,184732,4
3259,CNCO,Primera Cita,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,0.4,0.761,0.838,4,-3.073,0,0.0502,0,0.176,0.71,93.974,222560,4
3260,A$AP Rocky,Cocky (feat. London On Da Track),Cocky (feat. London On Da Track),1nO2NjuFkGaAWcMdJ1pNrp,0.223,0.797,0.633,5,-4.815,1,0.238,0,0.109,0.577,156.015,232413,4
3261,Hätä-Miikka,Persaukinen ystäväsi,Kuuntele,7ljhuMPoghjMONXNrZHFZi,0.131,0.556,0.728,11,-7.133,0,0.03,0.0199,0.0574,0.374,162.006,204400,4
3262,SANNI,Pornoo,Pornoo,4jPPK0bAYawEKXVQskRU9U,0.0352,0.756,0.594,0,-5.653,0,0.0591,0,0.0715,0.712,123.967,225737,4
3263,Jaden,SYRE,Breakfast (feat. A$AP Rocky),08GMwsvnrVZqBDE9djqAia,0.277,0.47,0.78,2,-7.823,1,0.604,0,0.693,0.161,80.6,184599,4
3264,Kim Petras,I Don't Want It At All,I Don't Want It At All,4qexD6ObR5nzpFJNpvQxIr,0.105,0.766,0.739,6,-3.011,0,0.0835,0,0.084,0.751,110.018,250616,4
3265,Rae Sremmurd,Powerglide (feat. Juicy J),Powerglide (feat. Juicy J),1rgxsijloDOt1mMFKLInxT,0.016,0.711,0.824,1,-4.68,0,0.146,0,0.121,0.571,174.018,332301,4
3266,Camila Cabello,Camila,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.181,0.637,0.713,0,-4.333,1,0.0747,0.000637,0.137,0.243,129.923,226973,4
3267,SANNI,Kelpaat kelle vaan (Vain elämää kausi 7) [Apocalyptica],Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],1g5ekWqRgWCxG2vX14EFzn,0.0139,0.372,0.398,4,-8.975,0,0.033,0.0237,0.0684,0.237,88.32,203160,4
3268,Cheek,Kuka muu muka,Kuka muu muka,1ZVkcGGkXyZrhiNy3wOAQR,0.0721,0.803,0.834,6,-5.311,1,0.0921,0,0.106,0.841,99.963,222200,4
3269,Suvi Teräsniska,Hän tanssi kanssa enkeleiden,Rakkaus on lumivalkoinen,0bhngi9c1n0CXIhqKaYNtF,0.703,0.617,0.411,10,-7.025,0,0.0255,0,0.0921,0.41,78.019,249373,4
3270,SANNI,SANNI,Vahinko,6NZVZPUxsElLGfQPTEKMF5,0.124,0.671,0.622,6,-4.869,1,0.0369,0,0.0925,0.241,117.004,240925,4
3271,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),Ghost Of You,2eW8aJXH9OSqJuw1UcPEj6,0.687,0.526,0.64,1,-5.201,0,0.0393,0,0.049,0.227,84.822,203253,4
3272,Chisu,Alkovi,Mun koti ei oo täällä,2OmyTvFhrEmkqSbtAgPdiD,0.118,0.513,0.547,0,-7.703,0,0.0369,2.37e-05,0.279,0.337,100.066,269373,4
3273,Cheek,Surulapsi (Vain elämää kausi 7),Surulapsi (Vain elämää kausi 7),5pSSjM7U4ZIxcjdDLarOVI,0.11,0.652,0.695,8,-6.967,0,0.0556,0,0.454,0.781,138.091,188933,3
3274,Zen Cafe,Jättiläinen,Piha ilman sadettajaa,56GoBnU8VlEQxD7CX86NHA,0.0414,0.683,0.713,0,-6.53,0,0.0276,0.000335,0.14,0.644,94.998,262440,4
3275,JVG,Voitolla yöhön,Etenee (feat. Pete Parkkonen),0mX0wnwM3RibBriP2sYPbQ,0.341,0.748,0.691,11,-5.59,0,0.0444,0,0.147,0.68,127.976,220280,4
3276,Diandra,Outta My Head,Prinsessalle,1dwvNUDc61IR9cE8IlACOr,0.899,0.325,0.21,2,-11.347,0,0.0299,0.000158,0.0684,0.0646,127.39,224280,4
3277,Tuuli,Kaksoisolento,Kaksoisolento,6xN3fAZfP9WyN9gqs7OgnM,0.0729,0.716,0.547,1,-5.287,0,0.0297,0,0.233,0.342,100.0,189234,4
3278,JVG,Voitolla yöhön,Huominen on huomenna (feat. Anna Abreu),7ooHagUVhmaGGQzvPJ9xXs,0.0601,0.741,0.849,6,-4.094,1,0.133,0,0.436,0.762,99.982,221787,4
3279,Egotrippi,20 Suosikkia,Matkustaja,5esJb63Nbi1LeG0v4NyKTt,0.034,0.488,0.615,9,-4.377,1,0.0295,0,0.208,0.686,130.05,241320,4
3280,Diandra,Dynamiittii,Paha poika,2tPEV1kekqG1XPyYTVjeNM,0.0867,0.601,0.728,1,-5.108,0,0.0646,8.43e-06,0.272,0.635,152.003,208440,4
3281,Aste,Sirkus palaa,Pumppaa,7v3pxNQScxFBOkV6evkyK4,0.0374,0.797,0.819,11,-3.856,0,0.232,0,0.144,0.485,112.04,210040,4
3282,Brädi,Näis Kengis,Happee,1o48K2U2TjjM46hVWztsU5,0.135,0.799,0.933,7,-4.113,1,0.216,0,0.266,0.668,119.971,184253,4
3283,Fifth Harmony,7/27 (Deluxe),That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,0.0358,0.596,0.851,5,-4.245,0,0.121,3.19e-05,0.365,0.612,202.049,204013,4
3284,Ida Paul & Kalle Lindroth,Päällekkäin,Päällekkäin,5zT0kpzFSaonTEXxmgk4Q2,0.596,0.557,0.343,4,-9.51,0,0.0358,2.31e-06,0.32,0.367,199.89,213284,4
3285,Robin,Boom Kah,Erilaiset,1Zooe4vouCs2Wtzy89hLXn,0.00426,0.703,0.76,11,-5.751,0,0.0296,0,0.102,0.489,110.011,214627,4
3286,Uniikki,Kiitorata,Paita Pois,4owbVmieduN5u9ZZBXhy02,0.0995,0.904,0.864,8,-3.139,1,0.106,0,0.0466,0.727,104.781,194787,4
3287,Britney Spears,Femme Fatale (Deluxe Version),Trip to Your Heart,2qbhijQG7phGVHkPt22fTP,0.0621,0.679,0.813,0,-5.237,1,0.295,0,0.272,0.642,125.033,213773,4
3288,Nikke Ankara,Kaadutaan,Kaadutaan,7nxmy3LKlWvVNTjo7vKSi1,0.265,0.709,0.814,2,-4.252,1,0.0489,0,0.114,0.749,93.004,232888,4
3289,Britney Spears,Femme Fatale (Deluxe Version),Trouble for Me,6fbb7VBPUjqicVq9XG7s3i,0.00613,0.731,0.674,0,-5.599,0,0.0452,0,0.369,0.305,125.938,199947,4
3290,Johanna Kurkela,Marmoritaivas,Ehkä ensi elämässä,4CJ1fANo7GzNVLVDh1otoG,0.66,0.252,0.272,0,-11.413,0,0.042,0.00299,0.11,0.207,67.401,242693,3
3291,JVG,Voitolla yöhön,"Mist sä tuut? (feat. Gracias, Paperi T, Juno, Stepa, Särre, Gasellit & Kube)",7yUIuZY8IRepbCZLI9C7oh,0.275,0.845,0.868,1,-4.856,1,0.24,0,0.612,0.911,103.021,377933,4
3292,Nelli Matula,Lemmikki,Lemmikki,2XJWjh3lv33PaQOtH212qi,0.0218,0.643,0.59,4,-6.244,0,0.181,0,0.0518,0.303,99.649,203039,4
3293,Haloo Helsinki!,Kiitos ei ole kirosana,Kuussa tuulee,5zdMmHZqGHkQyfU6velIMU,0.00509,0.616,0.874,8,-5.975,0,0.0381,0.00348,0.223,0.844,123.029,245027,4
3294,Jenni Vartiainen,Keinu (Vain elämää kausi 7),Keinu (Vain elämää kausi 7),5RLL3hPFVU3wfib1YijpvE,0.273,0.655,0.746,6,-6.355,0,0.0396,0,0.0756,0.482,144.979,180975,4
3295,Petri Nygård,Kaikki tai ei mitään,Villi ja vitun vapaa,5tWk5AmzccMb4g2ktpjJNL,0.00414,0.663,0.697,11,-5.274,1,0.0886,0,0.0909,0.793,127.953,231373,4
3296,Britney Spears,Femme Fatale (Deluxe Version),Up N' Down,30pIRfkIrvI88LaXReJ6HJ,0.085,0.856,0.743,4,-4.71,0,0.054,0,0.0739,0.833,120.006,222293,4
3297,Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,0.00969,0.589,0.621,5,-6.902,0,0.0468,0.00104,0.181,0.401,140.03,323480,4
3298,Matias,#Dissaa,#Dissaa,1ZKNpjwhaCZmcGGvLqQi9k,0.0165,0.707,0.824,9,-3.852,1,0.0455,0,0.101,0.517,106.033,209213,4
3299,YOUNGHEARTED,Vaikeeta,Vaikeeta,5KZL8uMLL7mkxjvB8ualwF,0.394,0.683,0.442,1,-8.708,0,0.0398,0.000959,0.0966,0.202,109.892,231926,4
3300,Pikku G,Suora lähetys,Kylki kyljessä,4qj5Rw9KfiCSCVPldgaohs,0.339,0.785,0.75,0,-5.996,1,0.154,2.73e-05,0.0478,0.837,99.986,249920,4
3301,Erin,Sä osaat!,Ei taida tietää tyttö,3rL9VxLN6LzQqwOmBwOiub,0.378,0.768,0.62,2,-4.702,0,0.031,1.01e-05,0.11,0.732,92.003,208653,4
3302,Aleksanteri Hakaniemi,Nuorena jaksaa,Kynttilät,1XuIfWt9IwYRzwH2yrxZtc,0.0112,0.741,0.702,3,-7.206,1,0.057,0,0.103,0.591,113.03,232973,4
3303,Nikke Ankara,Ettei Nyt Vaan Sattuis Mitään,Ettei Nyt Vaan Sattuis Mitään,6o6d9XguDF6aJYN6KzLU0e,0.106,0.591,0.943,3,-3.138,1,0.294,0,0.0648,0.891,164.711,186643,4
3304,Evelina,24K,Rakkaudesta lajiin,11Th9fPFor8PKJy4pk6LKr,0.287,0.759,0.635,7,-4.583,1,0.0518,0,0.113,0.54,128.015,195674,4
3305,Ollie,Ongelma,Ongelma,6Ybla3iDI40gVVqR5bTM21,0.276,0.698,0.625,7,-6.391,1,0.0354,0.000904,0.139,0.332,123.97,219919,4
3306,ILARI,Kapteeni käskee,Kapteeni käskee,7xRfNTW18gIo14hSwR3zOf,0.0125,0.821,0.612,1,-4.979,1,0.0563,1.31e-06,0.253,0.384,128.004,197604,4
3307,Ellinoora,Glitteri,Glitteri,5cN3TZfA73ZtcOVBYg6A6h,0.327,0.54,0.623,4,-7.122,1,0.0346,0.0859,0.208,0.476,94.037,235595,4
3308,Uniikki,Korkki Kii,Korkki Kii,1l250WsCkWRSCf6XPUtMjm,0.0675,0.654,0.757,11,-5.02,0,0.143,0,0.153,0.617,164.025,225868,4
3309,Antti Tuisku,Anatude,Mä hiihdän,7uWTswatFFFpcrIN7pjxaw,0.0754,0.479,0.616,2,-5.479,0,0.067,0,0.102,0.371,180.17,176211,4
3310,Ollie,Sä Et Oo Sä,Sä Et Oo Sä,1tXF7sfiKLuHp6BW4q52zJ,0.206,0.641,0.491,6,-5.121,0,0.0257,0,0.15,0.446,88.013,189985,4
3311,Trap City,"Sunday Funday, Vol. 1",iPhone Trap,4Y6CcSwIrY7ks0u0QFuBpW,0.00784,0.759,0.958,10,-4.025,1,0.0569,0.915,0.081,0.367,145.02,120922,4
3312,Trap City,"Sunday Funday, Vol. 1",Krusty Krab,4Wh080ljzFMD6wpNDDWyac,0.511,0.589,0.492,7,-6.672,1,0.401,0.269,0.663,0.957,150.302,120112,4
3313,Trap City,Halloween Trap,This Is Halloween - Trap Remix,1cOnvTNgetMZE17lh7C3ri,0.0479,0.557,0.978,5,-3.671,0,0.515,0.103,0.454,0.492,168.053,151824,4
3314,Trap City,Christmas Trap,Christmas Trap,3gEI16iBx9dhWyVM1gIpqV,0.00351,0.663,0.237,1,-16.382,1,0.0482,0.697,0.136,0.126,126.013,259136,4
3315,Trap City,"Sunday Funday, Vol. 1",Little Einsteins,6X3lJWmeFrUYYhD61V75Wz,0.163,0.743,0.75,7,-6.665,1,0.33,0,0.561,0.752,128.159,68494,4
3316,Thomas & Friends,Thomas' Train Yard Tracks,Thomas Theme,15SgAfCwXlyxMNPFgWkAlc,0.0793,0.943,0.505,10,-12.124,0,0.0734,3.84e-05,0.081,0.463,98.861,30891,4
3317,Stryker Pose,Super Mario Redux,Super Mario Bros - Original,4DG4um6R0wx4WrqhhACc5g,0.0321,0.0,0.331,0,-8.115,1,0.0,0.917,0.0831,0.0,0.0,88503,0
3318,Teriyaki Boyz,Tokyo Drift (Fast & Furious),"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",0upFohXrGxIIAjyaJmCkMU,0.178,0.757,0.892,6,-5.321,1,0.124,4.19e-05,0.0719,0.936,127.014,255947,4
3319,Shokk,You Reposted in the Wrong Neighborhood I Glue70 Mashup,You Reposted in the Wrong Neighborhood I Glue70 Mashup,0hSzixwdKTfDQewDKq2cP5,0.41,0.805,0.643,10,-13.912,1,0.232,0,0.606,0.927,104.047,196642,4
3320,Bag Raiders,Shooting Stars,Shooting Stars,7tOcPDj3vyopZ404pY6UuP,0.0528,0.664,0.717,11,-5.699,1,0.0391,0.000348,0.138,0.555,124.989,227027,4
3321,Denzel Curry,Ultimate,Ultimate,5QxxIhXt7E8yR3F7U9ajiV,0.0949,0.488,0.826,6,-3.11,0,0.305,3.26e-06,0.246,0.762,112.65,189974,4
3322,Yello,Stella (Remastered 2005),Oh Yeah - Remastered 2005,1iOHLlEsMbgJfYBFWy4TjG,0.0038,0.748,0.907,6,-7.844,1,0.0611,0.812,0.041,0.769,132.61,185043,4
3323,Logic,Bobby Tarantino II,Grandpa's Space Ship,3atCD3dVosUsd3KM2yzfeC,0.266,0.719,0.167,1,-18.942,1,0.889,0,0.152,0.161,119.082,122093,5
3324,Bad Wolves,Zombie,Zombie,1vNoA9F5ASnlBISFekDmg3,0.00756,0.448,0.826,2,-3.244,0,0.0319,0,0.117,0.19,77.093,254805,4
3325,Calpurnia,City Boy,City Boy,7gZ31tLr8IUW2rAO44outL,0.192,0.639,0.923,4,-3.781,1,0.0364,3.15e-05,0.113,0.601,115.032,203507,4
3326,ZHU,My Life,My Life,2NDZ6i6UfOUSKgFiTQKbnv,0.227,0.744,0.562,0,-7.89,0,0.0378,0.0898,0.103,0.161,109.981,294351,4
3327,Years & Years,Sanctify,Sanctify,7gbpozqwdFoqvv19BTk2hu,0.0152,0.667,0.624,1,-5.527,1,0.0688,2.05e-05,0.296,0.19,101.96,189815,4
3328,Buddy,Black (feat. A$AP Ferg),Black (feat. A$AP Ferg),5We8lGFNpA1IkHAfIJU9XM,0.38,0.881,0.658,11,-6.845,0,0.403,0,0.0936,0.836,155.989,234307,4
3329,JP Saxe,The Few Things,The Few Things,4T5tKuQBjol779cYZyL9D2,0.601,0.536,0.322,7,-12.834,1,0.0621,2.26e-05,0.113,0.236,135.5,244355,4
3330,Lil Yachty,Lil Boat 2,66,6tarvNiKnEjYMj1VZhlDqR,0.0455,0.667,0.723,5,-4.31,0,0.27,0.000193,0.213,0.251,148.058,153475,4
3331,FLETCHER,I Believe You,I Believe You,4GUXTRTjQ4voLzwLw9qbPx,0.219,0.46,0.498,5,-6.312,1,0.0282,0.00329,0.099,0.154,76.902,192993,4
3332,Slim Jxmmi,Brxnks Truck (feat. Rae Sremmurd),Brxnks Truck (feat. Rae Sremmurd),263le58t0LrdRlCZDcGQXd,0.0119,0.854,0.475,2,-9.986,1,0.269,0,0.309,0.42,132.956,149774,4
3333,Zoé,Azul,Azul,1HM9uVbB4DVQh0QlwY7W6v,0.0542,0.51,0.715,9,-6.586,1,0.04,0.497,0.105,0.509,97.968,194627,4
